,,,Total,,,,,Até cinco minutos,,,,,De seis minutos até quinze minutos,,,,,Mais de quinze minutos até meia hora,,,,,Mais de meia hora até uma hora,,,,,Mais de uma hora até duas horas,,,,,Mais de duas horas até quatro horas,,,,,Mais de quatro horas,,,,
,,,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo
,18 a 64 anos,Total,775754,122785,109757,369477,173735,58801,10359,8779,27262,12401,119006,18015,15081,52962,32948,209587,32530,26258,96362,54437,219534,30145,30565,111077,47748,139193,24525,23640,69150,21877,13505,3714,2184,6030,1577,4571,1112,727,1691,1042
,,Branca,165517,18008,17918,75155,54436,10920,1660,1169,4932,3159,27014,2370,2792,11428,10425,46165,4505,4515,19419,17725,49488,5043,5032,23563,15850,26462,3476,3465,13486,6036,2732,605,478,1185,464,801,135,51,378,237
,,Preta,52271,10969,8026,24037,9239,3542,897,649,1406,589,7361,1343,1063,3132,1823,13626,3032,1674,6329,2591,15550,2440,2522,7861,2728,9870,2372,1586,4599,1313,1039,491,199,274,74,372,112,102,80,78
,,Amarela,1950,140,160,423,1227,59,45,10,4,1,349,28,-,102,220,730,-,65,110,554,539,35,30,129,345,248,20,43,78,106,12,12,-,-,-,13,-,13,-,-
,,Parda,535944,88523,80626,260720,106075,40746,7120,6447,19055,8124,79473,13087,10452,36297,19637,143453,23574,19301,67704,32874,150939,21665,22508,78260,28506,100647,18113,18162,50154,14219,9354,2477,1483,4390,1004,3184,814,523,1184,662
,,Indígena,20072,5145,3027,9141,2759,3534,638,504,1865,527,4809,1188,775,2002,843,5613,1418,702,2799,693,3018,961,473,1264,319,1965,544,385,833,203,369,129,24,180,35,201,51,37,48,64
,65 anos ou mais,Total,16666,6939,1765,3823,4140,1540,803,207,178,352,2638,930,197,717,793,4224,1517,420,1092,1196,4337,1813,530,897,1097,2916,1371,302,745,498,223,163,35,-,25,160,86,-,54,20
,,Branca,4289,1145,271,875,1998,460,150,15,47,248,881,198,2,238,443,1071,231,51,256,532,1013,269,90,167,487,632,216,74,141,202,20,18,-,-,2,20,-,-,-,20
,,Preta,1416,799,213,232,173,146,87,39,19,1,181,93,60,-,27,259,146,19,94,-,434,236,52,77,70,285,176,43,22,44,44,44,-,-,-,-,-,-,-,-
,,Amarela,164,9,21,20,113,-,-,-,-,-,53,9,-,-,44,47,-,-,-,47,-,-,-,-,-,43,-,-,20,23,21,-,21,-,-,-,-,-,-,-
,,Parda,10501,4737,1230,2694,1840,863,515,135,111,102,1479,601,134,479,264,2739,1033,349,740,617,2854,1284,377,653,540,1941,965,185,561,230,132,95,15,-,22,124,70,-,54,-
,,Indígena,296,248,29,2,17,72,52,18,1,1,44,28,-,-,16,108,107,-,1,-,35,24,11,-,-,15,15,-,-,-,6,6,-,-,-,16,16,-,-,-
Tefé,Total,Total,125801,41825,19952,47517,16507,30304,7122,4155,13032,5994,36706,8822,5378,16068,6438,27364,10249,5023,9906,2185,15405,7477,2847,4307,774,6969,3682,1191,1597,500,3247,1820,408,756,263,2755,1495,405,686,169
,,Branca,15016,4449,2098,5746,2724,4048,839,489,1678,1042,4727,972,604,2085,1066,2992,1051,488,1071,383,1271,576,260,362,72,751,375,100,206,69,380,208,63,68,41,423,269,24,100,30
,,Preta,6860,2920,1079,2051,810,1679,523,217,637,302,2040,611,342,789,298,1371,744,228,310,89,558,307,90,144,17,505,324,73,53,55,246,150,39,30,27,246,165,38,40,3
,,Amarela,38,24,1,13,-,18,6,-,12,-,6,5,-,1,-,-,-,-,-,-,-,-,-,-,-,5,5,-,-,-,8,7,1,-,-,1,1,-,-,-
,,Parda,81891,25702,12843,31942,11404,20759,4853,2815,9071,4020,25879,5876,3752,11571,4680,18012,6328,3345,6860,1480,7483,3564,1458,1920,541,3897,2154,642,797,304,2107,1226,223,498,161,1752,947,278,433,95
,,Indígena,21996,8730,3932,7764,1569,3800,902,633,1635,630,4054,1358,681,1622,394,4988,2127,963,1665,233,6093,3030,1039,1881,143,1811,824,376,540,72,505,228,82,160,35,333,113,66,113,41
,10 a 17 anos,Total,3970,2357,1512,101,-,835,466,346,23,-,809,432,341,35,-,896,440,440,15,-,918,684,217,16,-,295,194,96,5,-,84,52,32,-,-,45,30,9,6,-
,,Branca,450,265,170,14,-,135,85,46,4,-,153,73,77,3,-,50,33,17,-,-,37,25,10,1,-,22,17,5,-,-,16,12,4,-,-,13,6,-,6,-
,,Preta,160,104,46,10,-,38,25,13,-,-,20,9,-,10,-,48,32,16,-,-,28,13,15,-,-,22,20,2,-,-,4,4,-,-,-,-,-,-,-,-
,,Amarela,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
,,Parda,1992,1051,881,60,-,532,268,246,19,-,546,295,229,22,-,514,202,297,15,-,215,151,61,2,-,97,69,25,2,-,33,24,8,-,-,14,8,5,-,-
,,Indígena,1367,936,414,16,-,129,88,41,-,-,91,56,35,-,-,284,174,110,-,-,639,495,130,13,-,155,88,64,3,-,30,11,20,-,-,19,15,4,-,-
,18 a 64 anos,Total,118791,36938,18276,47163,16414,29037,6321,3754,12991,5971,35088,7775,4996,15934,6383,25833,9308,4536,9819,2170,13927,6302,2621,4230,774,6385,3201,1093,1591,500,3032,1638,374,756,263,2602,1358,396,678,169
,,Branca,14216,3885,1925,5713,2693,3857,707,443,1674,1033,4468,809,527,2083,1050,2897,988,468,1064,377,1158,487,250,349,72,701,330,96,206,69,344,175,59,68,41,395,247,24,94,30
,,Preta,6419,2581,1007,2022,810,1617,479,199,637,302,1974,567,330,779,298,1267,673,212,293,89,524,288,74,144,17,415,235,71,53,55,214,118,39,30,27,211,132,38,38,3
,,Amarela,37,23,1,13,-,18,6,-,12,-,6,5,-,1,-,-,-,-,-,-,-,-,-,-,-,5,5,-,-,-,7,6,1,-,-,1,1,-,-,-
,,Parda,78044,23167,11858,31678,11341,19923,4355,2528,9034,4005,24781,5194,3496,11449,4641,17084,5792,3017,6804,1470,6956,3152,1391,1872,541,3669,1954,616,795,304,2019,1145,215,498,161,1694,894,272,433,95
,,Indígena,20076,7282,3486,7738,1569,3623,774,584,1635,630,3859,1201,643,1622,394,4586,1856,840,1658,233,5289,2375,906,1865,143,1595,677,310,537,72,448,193,60,160,35,300,84,62,113,41
,65 anos ou mais,Total,3040,2530,164,253,93,432,335,55,18,24,809,614,41,100,54,635,501,47,72,15,560,490,9,61,-,289,287,2,-,-,131,129,2,-,-,108,107,-,1,-
,,Branca,351,298,2,20,31,56,46,-,-,9,106,91,-,-,15,45,29,2,7,6,76,64,-,13,-,28,28,-,-,-,20,20,-,-,-,16,16,-,-,-
,,Preta,281,236,26,19,-,24,19,5,-,-,46,35,12,-,-,57,39,-,17,-,5,5,-,-,-,69,69,-,-,-,28,28,-,-,-,35,33,-,1,-
,,Amarela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,1855,1484,105,204,62,304,230,41,18,14,553,387,27,100,39,415,334,31,40,9,313,261,6,46,-,131,131,-,-,-,56,56,-,-,-,44,44,-,-,-
,,Indígena,553,512,31,10,-,48,40,8,-,-,104,102,3,-,-,119,97,14,8,-,166,160,3,2,-,61,59,2,-,-,27,25,2,-,-,14,14,-,-,-
Lábrea,Total,Total,65314,22579,10638,23378,8720,14821,3307,2053,6406,3055,20560,5441,3200,8584,3334,15569,6703,2801,4830,1236,5717,2858,983,1530,345,3414,1679,741,693,301,1726,793,274,476,184,1866,883,377,420,187
,,Branca,13303,4109,2096,5109,1990,3041,580,366,1333,763,4375,996,720,1920,739,3012,1185,506,1109,212,1496,691,296,402,106,587,266,101,124,96,220,158,11,43,9,300,124,52,95,30
,,Preta,5073,2132,909,1358,674,998,251,171,334,243,1534,577,200,508,249,1425,743,301,285,94,411,224,75,64,48,239,121,31,79,8,270,87,93,68,21,96,43,24,17,12
,,Amarela,115,42,-,27,46,35,20,-,6,10,26,-,-,11,15,11,11,-,-,-,-,-,-,-,-,31,11,-,-,20,-,-,-,-,-,11,-,-,11,-
,,Parda,43631,14878,7122,15946,5684,10007,2221,1418,4412,1956,13861,3614,2182,5842,2224,10423,4424,1843,3283,873,3538,1799,557,1005,177,2402,1202,574,460,167,1068,484,140,342,102,1355,662,282,269,143
,,Indígena,3193,1418,511,938,326,739,236,98,322,83,763,255,98,304,106,698,339,151,152,56,271,144,55,59,14,154,79,35,29,10,168,64,29,22,53,103,54,19,28,3
,10 a 17 anos,Total,2219,1098,1049,72,-,469,189,240,40,-,631,322,289,19,-,563,274,286,4,-,237,75,162,-,-,81,71,-,10,-,68,32,36,-,-,3,-,3,-,-
,,Branca,502,235,257,11,-,103,43,49,11,-,170,88,82,-,-,132,54,78,-,-,63,20,44,-,-,2,2,-,-,-,5,5,-,-,-,-,-,-,-,-
,,Preta,185,131,54,-,-,7,5,2,-,-,72,62,10,-,-,50,43,7,-,-,2,2,-,-,-,-,-,-,-,-,54,18,36,-,-,-,-,-,-,-
,,Amarela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,1292,570,669,54,-,290,98,163,29,-,355,163,177,16,-,358,164,194,-,-,153,47,106,-,-,78,68,-,10,-,9,9,-,-,-,-,-,-,-,-
,,Indígena,239,163,69,7,-,68,43,25,-,-,34,9,21,4,-,24,13,7,4,-,19,7,12,-,-,1,1,-,-,-,-,-,-,-,-,3,-,3,-,-
,18 a 64 anos,Total,61749,20435,9473,23257,8583,14100,2935,1765,6358,3042,19521,4830,2872,8546,3273,14628,6119,2487,4817,1205,5328,2646,822,1518,342,3253,1558,741,683,271,1622,724,238,476,184,1842,862,373,420,187
,,Branca,12484,3645,1793,5076,1969,2872,491,309,1315,757,4067,818,599,1917,733,2841,1100,427,1107,207,1385,636,253,392,103,570,249,101,124,96,216,153,11,43,9,300,124,52,95,30
,,Preta,4754,1901,823,1358,672,951,228,148,334,241,1455,507,191,508,249,1317,653,284,285,94,406,219,75,64,48,233,115,31,79,8,210,64,57,68,21,92,39,24,17,12
,,Amarela,115,42,-,27,46,35,20,-,6,10,26,-,-,11,15,11,11,-,-,-,-,-,-,-,-,31,11,-,-,20,-,-,-,-,-,11,-,-,11,-
,,Parda,41523,13656,6415,15871,5581,9581,2012,1235,4383,1951,13278,3277,2005,5814,2181,9800,4044,1631,3276,848,3296,1665,451,1003,177,2266,1105,574,451,137,1037,452,140,342,102,1340,646,282,269,143
,,Indígena,2873,1192,441,925,314,661,185,72,321,83,696,228,77,296,95,660,311,144,148,56,241,126,42,59,14,153,78,35,29,10,159,54,29,22,53,99,54,15,28,3
,65 anos ou mais,Total,1347,1045,116,49,137,252,182,49,9,13,408,289,39,19,61,378,310,28,9,31,152,137,-,12,3,80,50,-,-,30,37,37,-,-,-,20,20,-,-,-
,,Branca,317,229,46,22,20,67,47,7,8,6,139,91,39,3,6,39,32,-,2,5,48,36,-,10,3,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Preta,134,101,31,-,2,40,17,20,-,2,7,7,-,-,-,58,48,10,-,-,2,2,-,-,-,6,6,-,-,-,5,5,-,-,-,4,4,-,-,-
,,Amarela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,815,653,38,21,103,136,111,20,-,5,228,173,-,12,43,266,215,18,7,25,90,87,-,2,-,58,28,-,-,30,22,22,-,-,-,16,16,-,-,-
,,Indígena,81,63,1,5,12,10,8,1,1,-,34,18,-,4,12,15,15,-,-,-,11,11,-,-,-,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-
Parintins,Total,Total,89744,18682,14293,42219,14550,19137,2664,2835,9134,4504,32451,5271,4551,16381,6249,23113,5721,4332,10911,2149,8159,2646,1385,3307,821,3718,1289,624,1333,472,1168,463,237,302,166,738,244,77,318,100
,,Branca,10114,1726,1305,4836,2248,2252,227,249,1065,711,3790,549,465,1824,951,2438,550,321,1230,337,881,203,147,391,140,402,89,53,194,66,92,-,26,44,22,52,27,1,20,5
,,Preta,4829,1433,884,1832,680,926,227,107,385,207,1765,385,248,801,331,1260,476,300,407,78,459,157,129,134,39,263,118,56,69,21,57,32,17,4,4,21,10,-,10,-
,,Amarela,137,20,20,47,51,31,-,-,13,18,17,9,-,-,8,9,3,6,-,-,34,-,-,34,-,33,-,14,-,19,-,-,-,-,-,6,-,-,-,6
,,Parda,72217,14744,11661,34532,11280,15320,2087,2361,7390,3483,26364,4209,3750,13524,4881,18595,4392,3545,8964,1695,6507,2182,1070,2655,599,2889,1017,482,1051,338,995,418,194,247,136,614,188,76,277,73
,,Indígena,2447,760,423,973,292,607,122,118,282,86,515,119,87,232,77,810,300,160,311,38,279,104,39,93,43,131,65,18,20,28,24,13,-,7,4,45,18,-,11,16
,10 a 17 anos,Total,1469,581,841,46,-,398,122,261,15,-,505,201,294,11,-,389,214,168,7,-,96,24,72,1,-,51,-,38,13,-,22,20,2,-,-,-,-,-,-,-
,,Branca,178,103,75,-,-,51,17,34,-,-,80,45,35,-,-,47,41,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Preta,86,35,51,-,-,18,1,17,-,-,15,4,11,-,-,52,30,22,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,1106,372,688,46,-,320,96,209,15,-,406,149,246,11,-,230,95,129,7,-,70,11,58,1,-,51,-,38,13,-,22,20,2,-,-,-,-,-,-,-
,,Indígena,98,71,27,-,-,8,7,1,-,-,3,2,1,-,-,60,48,12,-,-,25,13,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,86554,17178,13133,41880,14363,18495,2464,2525,9045,4461,31315,4800,4164,16221,6129,22293,5216,4067,10870,2141,7860,2513,1258,3283,806,3574,1199,584,1320,471,1097,404,224,302,166,702,218,67,318,100
,,Branca,9666,1475,1217,4794,2180,2133,190,214,1045,683,3575,431,419,1813,912,2345,474,315,1218,337,870,192,146,391,140,402,89,53,194,66,92,-,26,44,22,44,18,1,20,5
,,Preta,4560,1281,769,1832,678,876,199,85,385,207,1724,369,225,801,329,1120,391,244,407,78,444,156,115,134,39,247,102,56,69,21,57,32,17,4,4,21,10,-,10,-
,,Amarela,137,20,20,47,51,31,-,-,13,18,17,9,-,-,8,9,3,6,-,-,34,-,-,34,-,33,-,14,-,19,-,-,-,-,-,6,-,-,-,6
,,Parda,69905,13753,10732,34237,11183,14858,1961,2109,7321,3468,25519,3886,3435,13375,4823,18081,4104,3353,8936,1687,6272,2086,970,2631,584,2766,947,443,1038,337,923,359,181,247,136,587,172,66,277,73
,,Indígena,2287,650,395,970,272,596,114,116,281,86,479,105,86,232,57,739,244,148,309,38,241,79,26,93,43,126,61,18,20,28,24,13,-,7,4,45,18,-,11,16
,65 anos ou mais,Total,1720,922,319,293,187,244,78,49,74,43,631,270,93,149,119,430,291,97,35,8,203,109,56,23,15,93,90,2,-,1,49,39,11,-,-,36,25,11,-,-
,,Branca,270,147,12,42,68,68,20,-,19,29,134,73,11,11,39,47,35,-,12,-,12,11,1,-,-,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-
,,Preta,183,117,64,-,2,32,27,5,-,-,25,11,12,-,2,88,55,34,-,-,14,1,13,-,-,16,16,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,1205,619,241,248,97,141,30,43,53,15,439,173,69,138,59,284,193,63,21,8,165,86,42,23,15,73,70,2,-,1,49,39,11,-,-,27,17,11,-,-
,,Indígena,63,39,1,3,20,3,1,1,1,-,32,13,-,-,20,11,9,-,2,-,12,12,-,-,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-
Boa Vista,Total,Total,168548,25249,22388,78103,42808,19203,2378,2590,8457,5779,49159,5390,5187,22270,16311,63773,9129,8471,31651,14522,22810,5017,3827,10541,3426,8594,2127,1483,3099,1884,1547,442,249,540,315,1091,262,197,461,172
,,Branca,39400,4609,4140,16510,14141,4644,487,525,1573,2058,12924,987,1093,5060,5783,14444,1621,1378,6882,4564,4557,868,724,2005,960,1803,446,268,571,518,276,63,35,100,79,272,77,25,137,33
,,Preta,16222,3093,2671,7047,3412,1740,247,299,814,380,4373,676,605,1906,1186,6094,1115,1156,2583,1241,2472,654,348,1099,371,1012,272,194,383,162,178,35,25,90,28,126,27,3,84,12
,,Amarela,279,-,-,154,125,17,-,-,8,9,73,-,-,34,38,155,-,-,77,78,35,-,-,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,101665,15168,13841,49344,23312,10226,1234,1453,4742,2797,29089,3177,3123,13915,8875,40045,5696,5379,20795,8175,14128,3084,2418,6729,1896,5148,1224,927,1903,1094,908,315,141,277,176,593,151,159,192,92
,,Indígena,10982,2380,1736,5049,1817,2577,410,313,1320,534,2700,550,366,1355,428,3035,698,559,1314,464,1617,410,337,672,198,630,184,94,241,110,185,30,49,73,33,99,7,10,48,34
,10 a 17 anos,Total,2650,799,1619,232,-,500,208,272,19,-,790,184,539,66,-,762,215,482,65,-,377,122,198,57,-,149,48,76,25,-,12,4,8,-,-,11,1,10,-,-
,,Branca,517,147,312,58,-,102,33,64,6,-,140,26,101,13,-,137,30,78,29,-,85,36,39,10,-,44,22,22,-,-,-,-,-,-,-,-,-,-,-,-
,,Preta,207,48,125,35,-,44,34,11,-,-,46,14,32,-,-,56,-,56,-,-,21,-,-,21,-,31,-,17,14,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,1612,447,1031,134,-,248,92,142,14,-,491,93,350,48,-,510,146,329,35,-,249,75,148,26,-,70,23,35,11,-,10,4,6,-,-,11,1,10,-,-
,,Indígena,314,158,151,6,-,106,49,56,-,-,113,51,57,5,-,60,39,21,1,-,23,11,11,-,-,4,2,2,-,-,2,-,2,-,-,-,-,-,-,-
,18 a 64 anos,Total,163107,23195,20559,77216,42136,18288,2024,2293,8303,5668,47571,4912,4616,22045,15998,62122,8539,7894,31346,14343,22070,4643,3614,10431,3382,8234,1956,1386,3033,1859,1488,420,230,522,315,1080,261,186,461,172
,,Branca,38103,4254,3758,16287,13803,4383,421,437,1540,1986,12499,882,988,5004,5625,14093,1544,1274,6792,4483,4410,804,680,1979,947,1726,404,245,571,505,259,63,35,82,79,272,77,25,137,33
,,Preta,15676,2844,2529,6969,3335,1670,210,289,791,380,4241,605,566,1906,1163,5943,1071,1100,2573,1200,2388,604,348,1079,358,946,247,168,369,162,166,23,25,90,28,126,27,3,84,12
,,Amarela,271,-,-,146,125,17,-,-,8,9,73,-,-,34,38,147,-,-,69,78,35,-,-,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,98514,13963,12691,48786,23073,9776,1060,1311,4644,2761,28193,2945,2754,13750,8744,39015,5295,4984,20604,8133,13649,2842,2260,6667,1880,4947,1124,880,1861,1082,880,304,123,277,176,582,150,149,192,92
,,Indígena,10543,2134,1581,5027,1800,2442,333,257,1320,532,2566,480,308,1350,427,2923,629,536,1308,450,1589,393,326,672,198,615,181,92,231,110,183,30,47,73,33,99,7,10,48,34
,65 anos ou mais,Total,2791,1255,210,654,672,416,145,25,135,111,799,294,32,160,313,888,375,95,240,179,363,252,15,52,44,211,124,21,41,25,47,17,12,17,-,-,-,-,-,-
,,Branca,780,207,70,164,338,158,34,25,28,72,285,79,5,42,158,214,46,26,61,81,63,28,5,16,14,33,20,-,-,13,17,-,-,17,-,-,-,-,-,-
,,Preta,339,201,17,43,77,26,3,-,23,-,87,57,7,-,23,95,44,-,10,41,63,50,-,-,14,36,26,10,-,-,12,12,-,-,-,-,-,-,-,-
,,Amarela,8,-,-,8,-,-,-,-,-,-,-,-,-,-,-,8,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,1539,758,119,423,239,202,81,-,85,36,405,139,19,116,131,520,255,67,156,43,231,168,11,36,17,131,77,11,31,12,18,6,12,-,-,-,-,-,-,-
,,Indígena,125,88,4,16,17,29,27,-,-,2,22,19,1,1,1,52,30,3,5,14,6,6,-,-,-,11,1,-,10,-,-,-,-,-,-,-,-,-,-,-
Rorainópolis - Caracaraí,Total,Total,22317,6591,3832,8172,3722,4681,910,585,1901,1285,6817,1636,1079,2759,1342,6110,2149,1161,2117,683,2844,1204,607,745,289,1158,371,287,412,88,346,181,65,81,19,168,65,33,56,15
,,Branca,3764,958,699,1449,657,874,169,131,296,279,1012,194,172,478,168,983,263,181,391,148,595,239,114,188,54,184,36,75,73,-,27,12,5,10,-,56,25,10,11,10
,,Preta,2804,934,523,928,418,526,103,61,209,152,811,224,214,227,145,784,303,121,284,76,414,196,75,114,29,184,75,38,60,11,46,8,13,25,-,21,5,-,11,5
,,Amarela,66,19,-,46,-,6,-,-,6,-,10,-,-,10,-,29,10,-,20,-,-,-,-,-,-,20,10,-,10,-,-,-,-,-,-,-,-,-,-,-
,,Parda,15223,4350,2580,5683,2610,3123,515,388,1370,850,4777,1070,684,2026,997,4261,1553,846,1402,459,1807,746,413,441,207,750,235,174,264,77,273,161,47,45,19,92,35,23,35,-
,,Indígena,461,329,30,66,36,151,123,4,19,5,207,148,9,19,31,53,20,13,20,-,28,22,4,2,-,20,15,-,5,-,1,-,-,1,-,-,-,-,-,-
,10 a 17 anos,Total,609,354,236,19,-,150,108,39,4,-,205,119,76,10,-,118,68,45,4,-,107,45,62,-,-,28,14,14,-,-,-,-,-,-,-,-,-,-,-,-
,,Branca,101,59,42,-,-,25,20,5,-,-,33,15,18,-,-,24,14,9,-,-,15,10,5,-,-,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-
,,Preta,85,40,40,4,-,23,19,4,-,-,21,-,21,-,-,24,4,16,4,-,18,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,350,183,154,14,-,75,42,29,4,-,107,59,38,10,-,70,50,21,-,-,74,18,56,-,-,24,14,10,-,-,-,-,-,-,-,-,-,-,-,-
,,Indígena,72,72,-,-,-,27,27,-,-,-,45,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,21321,5968,3572,8085,3697,4467,756,546,1880,1285,6503,1446,1000,2728,1328,5883,1997,1110,2098,677,2689,1133,539,733,284,1094,336,264,406,88,337,171,65,81,19,168,65,33,56,15
,,Branca,3594,870,645,1422,657,838,149,126,285,279,956,170,151,467,168,944,234,171,391,148,570,225,109,182,54,171,36,62,73,-,27,12,5,10,-,56,25,10,11,10
,,Preta,2670,857,477,918,418,497,84,57,203,152,787,220,194,227,145,738,283,100,279,76,379,161,75,114,29,184,75,38,60,11,46,8,13,25,-,21,5,-,11,5
,,Amarela,56,10,-,46,-,6,-,-,6,-,10,-,-,10,-,29,10,-,20,-,-,-,-,-,-,10,-,-,10,-,-,-,-,-,-,-,-,-,-,-
,,Parda,14646,4008,2420,5633,2585,3009,434,359,1367,850,4604,969,646,2005,983,4128,1461,826,1388,454,1713,725,351,436,202,709,209,164,258,77,263,151,47,45,19,92,35,23,35,-
,,Indígena,355,223,30,66,36,116,88,4,19,5,147,88,9,19,31,43,10,13,20,-,28,22,4,2,-,20,15,-,5,-,1,-,-,1,-,-,-,-,-,-
,65 anos ou mais,Total,387,269,24,69,25,64,47,-,17,-,109,70,4,21,14,109,84,6,14,6,48,25,6,11,5,35,21,9,6,-,10,10,-,-,-,-,-,-,-,-
,,Branca,68,29,12,27,-,11,-,-,11,-,23,9,4,11,-,16,16,-,-,-,10,5,-,6,-,9,-,9,-,-,-,-,-,-,-,-,-,-,-,-
,,Preta,49,37,6,6,-,6,-,-,6,-,4,4,-,-,-,22,16,6,-,-,17,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,227,160,6,36,25,39,39,-,-,-,67,43,-,10,14,62,42,-,14,6,21,3,6,6,5,17,11,-,6,-,10,10,-,-,-,-,-,-,-,-
,,Indígena,33,33,-,-,-,8,8,-,-,-,15,15,-,-,-,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Belém,Total,Total,942956,187395,156779,398633,200148,77405,16552,13076,32427,15350,192119,37994,30740,76929,46456,293298,60269,50027,121123,61879,222283,39786,35525,99601,47371,126279,24711,22045,56538,22984,14653,3730,2419,5554,2950,5831,1436,1042,2090,1263
,,Branca,213993,30147,29047,88264,66534,17421,2795,2420,7278,4928,42935,6339,5697,16061,14838,68393,8864,9102,27921,22506,51619,6698,6941,22534,15446,27026,4014,3879,11978,7156,2858,631,481,1019,726,1338,254,174,521,389
,,Preta,123984,30143,22779,50141,20921,9638,2367,2019,3719,1533,23901,5637,4662,8790,4812,37606,9562,7261,14900,5884,29762,7009,4899,12726,5128,18463,4276,3113,8231,2843,2177,711,266,826,374,923,234,199,330,160
,,Amarela,1806,161,185,560,900,210,67,20,113,10,421,53,-,163,205,494,7,36,171,281,322,1,22,102,198,259,33,85,2,138,-,-,-,-,-,-,-,-,-,-
,,Parda,601759,126519,104468,259236,111535,50002,11292,8576,21303,8831,124628,25873,20331,51829,26595,186403,41741,33584,77913,33165,140307,25960,23580,64215,26552,80213,16300,14895,36265,12753,9586,2388,1666,3682,1849,3546,948,663,1239,695
,,Indígena,1415,424,301,432,258,134,31,41,14,48,234,92,50,86,7,401,95,45,218,44,272,118,82,25,47,317,87,74,62,94,33,-,5,28,-,24,-,5,-,18
,10 a 17 anos,Total,11134,4574,6242,317,-,2148,970,1126,53,-,2975,1236,1678,61,-,3315,1509,1696,110,-,1695,486,1137,71,-,754,258,474,22,-,95,46,49,-,-,41,8,33,-,-
,,Branca,2188,725,1399,63,-,429,149,280,-,-,637,231,381,25,-,609,231,358,21,-,296,51,228,18,-,179,30,149,-,-,21,21,-,-,-,-,-,-,-,-
