,,,Total,,,,,Até cinco minutos,,,,,De seis minutos até quinze minutos,,,,,Mais de quinze minutos até meia hora,,,,,Mais de meia hora até uma hora,,,,,Mais de uma hora até duas horas,,,,,Mais de duas horas até quatro horas,,,,,Mais de quatro horas,,,,
,,,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo
Ponta Grossa,Total,Total,357520,77745,62320,147318,70136,44768,7140,6312,17825,13491,111509,20278,17441,46681,27109,116897,27913,21809,48691,18483,60926,15647,11763,25523,7994,18019,5082,3966,6737,2235,1794,625,312,597,260,1176,353,226,402,194
,,Branca,244296,44844,38375,102977,58100,33996,4574,4253,13501,11668,78727,11868,11118,33210,22532,78252,15983,13283,33817,15170,38787,8724,6899,16898,6267,10950,2681,2233,4247,1788,1226,414,184,421,207,740,187,117,267,169
,,Preta,14534,4109,2884,5848,1693,1239,283,153,554,248,3739,973,706,1530,531,4881,1362,1114,1902,502,3350,1058,621,1365,305,1024,318,227,398,81,84,17,-,41,26,74,23,36,16,-
,,Amarela,860,49,85,201,526,95,34,8,16,38,382,-,33,96,253,216,6,12,45,152,143,9,32,32,71,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,97539,28578,20923,38223,9815,9410,2232,1890,3751,1536,28573,7399,5574,11808,3793,33471,10507,7388,12917,2658,18568,5809,4189,7218,1351,6035,2074,1505,2092,365,483,194,129,133,27,361,143,73,119,25
,,Indígena,291,166,53,70,2,29,17,8,3,1,88,39,11,38,-,77,54,12,10,1,79,47,23,10,-,9,9,-,-,-,1,-,-,1,-,-,-,-,-,-
,10 a 17 anos,Total,5819,950,4252,617,-,946,150,692,104,-,1843,408,1287,148,-,1877,201,1456,220,-,858,138,606,114,-,231,29,171,31,-,7,-,7,-,-,-,-,-,-,-
,,Branca,3684,542,2713,429,-,635,87,481,68,-,1196,266,839,90,-,1197,113,892,192,-,476,52,365,60,-,133,-,114,19,-,-,-,-,-,-,-,-,-,-,-
,,Preta,177,43,134,-,-,17,-,17,-,-,26,8,18,-,-,77,5,73,-,-,50,23,27,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,1940,354,1397,189,-,294,63,194,37,-,604,124,422,58,-,602,83,491,27,-,332,63,214,54,-,90,21,57,13,-,7,-,7,-,-,-,-,-,-,-
,,Indígena,18,10,8,-,-,-,-,-,-,-,18,10,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,343941,72691,57163,145309,68777,42571,6468,5514,17385,13204,107237,18715,15855,46128,26539,112781,26388,20044,48139,18209,58766,14736,11007,25181,7842,17420,4831,3758,6640,2191,1777,615,305,597,260,1119,345,226,375,172
,,Branca,234967,41599,35061,101484,56823,32363,4139,3694,13141,11388,75840,10925,10091,32807,22017,75525,15015,12170,33424,14915,37312,8104,6442,16650,6115,10528,2501,2100,4182,1745,1226,414,184,421,207,691,187,117,240,147
,,Preta,14039,3874,2677,5820,1668,1210,271,136,554,248,3599,910,661,1522,506,4672,1266,1013,1891,502,3245,1002,582,1356,305,1011,310,222,398,81,84,17,-,41,26,74,23,36,16,-
,,Amarela,821,38,84,180,519,84,23,8,16,38,363,-,33,84,246,207,6,12,37,152,143,9,32,32,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,93841,27025,19296,37755,9765,8885,2018,1668,3671,1528,27366,6852,5067,11677,3770,32299,10047,6837,12776,2639,17988,5575,3928,7134,1351,5871,2010,1436,2060,365,467,185,121,133,27,353,135,73,119,25
,,Indígena,273,156,45,70,2,29,17,8,3,1,70,29,3,38,-,77,54,12,10,1,79,47,23,10,-,9,9,-,-,-,1,-,-,1,-,-,-,-,-,-
,65 anos ou mais,Total,7760,4104,905,1392,1360,1251,522,106,335,288,2428,1155,299,404,570,2239,1324,309,332,274,1302,773,149,228,152,368,222,37,65,44,9,9,-,-,-,57,8,-,27,22
,,Branca,5646,2703,600,1065,1277,998,348,78,292,279,1691,677,188,312,515,1531,855,220,200,254,999,568,92,188,152,289,180,19,46,44,-,-,-,-,-,49,-,-,27,22
,,Preta,318,192,72,28,25,13,13,-,-,-,114,55,27,7,25,131,91,29,11,-,55,34,12,10,-,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,39,11,1,20,7,11,11,-,-,-,19,-,-,12,7,8,-,-,8,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,1758,1198,231,279,50,230,151,28,43,8,604,423,85,73,22,569,377,59,113,19,248,171,46,30,-,73,42,12,19,-,9,9,-,-,-,8,8,-,-,-
,,Indígena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Florianópolis,Total,Total,528703,68629,77267,222594,160212,50409,6005,6841,21364,16199,138557,15136,19481,57769,46172,183334,25107,27511,77049,53668,109145,14598,16337,46900,31309,37401,6408,5969,15809,9215,2696,554,352,1068,722,1083,200,181,271,431
,,Branca,390491,43773,50577,160453,135688,39552,4159,4986,16533,13873,106414,10373,13231,43040,39771,134500,15693,17618,55357,45832,77511,8807,10031,32552,26122,25229,3850,3872,10438,7069,1940,316,261,776,588,846,130,135,188,392
,,Preta,39145,7266,7820,17789,6270,2475,474,398,1106,497,8973,1403,1826,4136,1608,13634,2744,2863,6079,1949,9613,1625,1982,4547,1458,3736,889,622,1641,584,157,55,10,36,55,90,25,21,21,23
,,Amarela,1708,76,75,580,978,94,-,-,73,21,472,21,-,149,301,609,44,21,184,360,396,11,43,141,202,137,-,11,33,93,-,-,-,-,-,-,-,-,-,-
,,Parda,96252,17330,18558,43341,17023,8134,1329,1424,3592,1790,22291,3252,4328,10305,4406,34311,6587,6943,15319,5462,21420,4141,4244,9569,3467,8243,1667,1464,3667,1445,593,182,76,256,79,147,44,24,62,16
,,Indígena,1107,185,238,432,253,154,43,32,60,18,407,86,96,139,86,280,40,65,110,65,204,16,37,91,60,56,1,1,30,23,5,-,5,-,-,-,-,-,-,-
,10 a 17 anos,Total,6584,1239,4969,376,-,995,178,792,25,-,2096,445,1462,189,-,1994,347,1537,110,-,1157,201,911,46,-,319,56,257,6,-,-,-,-,-,-,12,12,-,-,-
,,Branca,4686,844,3574,268,-,733,110,602,21,-,1529,335,1067,127,-,1434,195,1157,82,-,729,136,559,35,-,238,56,179,3,-,-,-,-,-,-,12,12,-,-,-
,,Preta,513,141,352,20,-,111,46,65,-,-,135,23,91,20,-,154,58,96,-,-,110,13,97,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,1380,254,1038,88,-,150,22,125,3,-,432,87,304,41,-,400,94,278,28,-,318,51,255,12,-,79,-,76,3,-,-,-,-,-,-,-,-,-,-,-
,,Indígena,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,511722,64390,70926,219669,156737,48257,5395,5994,21026,15842,133650,14024,17545,56842,45239,178216,23994,25623,76148,52451,106082,13701,15186,46440,30754,36141,6027,5500,15616,8998,2610,548,352,1039,670,959,177,170,253,358
,,Branca,377041,40549,45884,158000,132608,37791,3693,4329,16253,13516,102460,9523,11797,42231,38909,130283,14851,16141,54520,44772,75353,8158,9293,32228,25673,24295,3547,3534,10322,6892,1877,311,261,747,558,722,108,125,170,319
,,Preta,38143,6904,7394,17649,6195,2314,387,333,1097,497,8712,1327,1695,4105,1585,13459,2675,2767,6068,1949,9369,1540,1884,4487,1458,3618,845,587,1631,555,135,55,10,36,33,90,25,21,21,23
,,Amarela,1658,75,64,569,951,94,-,-,73,21,462,21,-,149,291,579,43,21,173,342,396,11,43,141,202,126,-,-,33,93,-,-,-,-,-,-,-,-,-,-
,,Parda,93803,16692,17361,43020,16730,7904,1272,1299,3543,1790,21634,3083,3967,10217,4368,33620,6385,6635,15277,5323,20759,3977,3929,9493,3360,8047,1634,1378,3600,1435,593,182,76,256,79,147,44,24,62,16
,,Indígena,1076,169,222,432,253,154,43,32,60,18,382,70,86,139,86,275,40,60,110,65,204,16,37,91,60,56,1,1,30,23,5,-,5,-,-,-,-,-,-,-
,65 anos ou mais,Total,10397,3001,1371,2550,3475,1157,432,55,313,357,2810,666,474,738,932,3124,766,350,791,1217,1906,697,240,413,555,941,325,212,187,216,86,5,-,29,52,112,11,10,18,73
,,Branca,8764,2380,1119,2186,3080,1027,357,55,258,357,2425,515,367,681,862,2783,647,320,756,1061,1429,512,179,289,449,696,247,159,113,177,64,5,-,29,30,112,11,10,18,73
,,Preta,489,221,73,120,75,50,41,-,9,-,126,53,40,10,23,20,10,-,10,-,134,72,1,60,-,117,44,33,10,30,22,-,-,-,22,-,-,-,-,-
,,Amarela,50,1,11,11,28,-,-,-,-,-,10,-,-,-,10,30,1,-,11,18,-,-,-,-,-,11,-,11,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,1068,384,158,234,293,80,35,-,45,-,224,82,58,46,38,291,107,31,14,139,343,113,60,64,106,118,34,11,64,10,-,-,-,-,-,-,-,-,-,-
,,Indígena,26,16,10,-,-,-,-,-,-,-,26,16,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Criciúma,Total,Total,402509,77249,74848,159529,90883,65546,10266,11016,26018,18246,161506,28835,29301,65847,37524,124579,27060,24501,48173,24845,37429,7903,7392,14179,7954,9383,2288,1860,3695,1540,1087,323,227,336,202,1094,223,231,475,164
,,Branca,331319,59089,57171,132136,82922,56830,8389,8958,22527,16955,134897,22430,22659,55198,34610,100240,20331,18324,39275,22310,28735,5602,5176,10948,7010,7170,1596,1367,2877,1330,923,261,213,278,170,922,161,203,410,147
,,Preta,20672,5152,4910,7904,2705,2046,470,425,740,411,7544,1688,1862,3045,949,7592,2000,1795,2839,958,2639,711,596,1033,299,717,223,209,209,78,39,23,3,3,11,46,28,15,3,-
,,Amarela,215,28,48,75,64,-,-,-,-,-,78,12,23,21,22,114,10,15,47,42,19,5,10,3,-,4,-,-,4,-,-,-,-,-,-,-,-,-,-,-
,,Parda,49965,12884,12618,19296,5167,6571,1363,1629,2707,871,18886,4688,4722,7549,1926,16512,4684,4320,5974,1535,6025,1584,1600,2195,646,1484,470,277,605,132,125,39,11,55,20,126,34,13,62,18
,,Indígena,339,95,101,117,25,99,43,3,44,9,101,17,34,34,16,121,35,47,39,-,11,1,10,-,-,7,-,7,-,-,-,-,-,-,-,-,-,-,-,-
,10 a 17 anos,Total,9058,2104,6610,345,-,1592,356,1188,47,-,3917,877,2905,135,-,2646,688,1847,111,-,752,155,558,39,-,129,22,100,7,-,-,-,-,-,-,-,-,-,-,-
,,Branca,6908,1578,5084,245,-,1317,266,1006,45,-,3067,665,2326,76,-,1929,531,1304,94,-,479,93,363,23,-,100,17,75,7,-,-,-,-,-,-,-,-,-,-,-
,,Preta,594,156,397,41,-,51,26,24,-,-,248,59,168,21,-,219,40,171,8,-,65,30,24,11,-,11,-,11,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,1542,369,1113,59,-,225,63,158,3,-,602,153,411,38,-,483,116,358,9,-,208,32,171,5,-,19,4,14,-,-,-,-,-,-,-,-,-,-,-,-
,,Indígena,15,-,15,-,-,-,-,-,-,-,-,-,-,-,-,15,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,385698,71493,66998,157805,89402,62462,9257,9562,25670,17973,154308,26433,25878,65080,36917,119829,25316,22332,47719,24461,36138,7457,6764,14108,7810,9056,2205,1718,3646,1486,1045,306,223,319,197,1091,220,231,475,164
,,Branca,317532,54426,50994,130600,81512,54146,7571,7707,22186,16682,128840,20397,19880,54518,34044,96527,18926,16759,38891,21950,27823,5320,4744,10893,6866,6902,1542,1251,2828,1280,881,245,209,261,166,918,157,203,410,147
,,Preta,19777,4799,4465,7815,2697,1958,415,397,736,411,7199,1574,1668,3013,945,7264,1903,1607,2796,958,2522,629,572,1022,299,699,219,198,209,74,39,23,3,3,11,46,28,15,3,-
,,Amarela,204,28,48,75,53,-,-,-,-,-,68,12,23,21,12,114,10,15,47,42,19,5,10,3,-,4,-,-,4,-,-,-,-,-,-,-,-,-,-,-
,,Parda,47867,12152,11404,19197,5115,6265,1235,1455,2704,871,18100,4434,4272,7493,1901,15818,4442,3919,5946,1510,5763,1501,1427,2190,646,1444,444,262,605,132,125,39,11,55,20,126,34,13,62,18
,,Indígena,317,89,86,117,25,92,36,3,44,9,101,17,34,34,16,106,35,32,39,-,11,1,10,-,-,7,-,7,-,-,-,-,-,-,-,-,-,-,-,-
,65 anos ou mais,Total,7753,3652,1241,1380,1481,1492,653,265,300,273,3281,1524,518,631,607,2104,1055,322,343,384,538,291,71,32,144,198,61,41,42,54,42,16,4,17,5,4,4,-,-,-
,,Branca,6879,3085,1092,1291,1410,1368,552,245,297,273,2990,1367,453,603,567,1784,873,261,290,360,434,189,69,32,144,169,36,41,42,50,42,16,4,17,5,4,4,-,-,-
,,Preta,301,196,48,48,8,37,29,4,3,-,96,55,27,10,4,109,57,17,34,-,52,52,-,-,-,8,4,-,-,4,-,-,-,-,-,-,-,-,-,-
,,Amarela,10,-,-,-,10,-,-,-,-,-,10,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,556,363,100,40,53,80,65,16,-,-,184,102,39,18,25,211,125,43,19,24,53,51,2,-,-,21,21,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Indígena,7,7,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lages,Total,Total,140154,29145,25346,53601,32062,21322,3010,3117,7820,7375,52517,8912,8783,20821,14001,43462,10655,9123,16795,6889,16153,4458,2943,6037,2715,4371,1435,892,1290,753,654,226,104,220,105,552,139,146,182,85
,,Branca,93614,14874,14818,37374,26549,16076,1727,2058,5859,6432,36796,4828,5372,15004,11592,27166,5301,5137,11253,5475,9585,2006,1457,3985,2137,2568,666,530,733,639,418,99,63,154,102,329,64,84,126,55
,,Preta,6361,2080,1516,2088,677,550,141,126,167,116,2009,521,473,731,284,2462,924,608,736,194,1056,392,259,334,71,218,82,43,92,2,15,13,-,2,-,15,2,-,2,11
,,Amarela,204,6,20,99,79,45,2,3,18,21,90,-,13,40,36,53,2,4,35,12,6,2,-,4,-,9,-,-,-,9,-,-,-,-,-,1,-,-,1,-
,,Parda,39848,12179,8988,13942,4738,4644,1135,925,1777,806,13609,3561,2924,5035,2089,13711,4428,3374,4710,1199,5490,2058,1228,1697,507,1566,687,320,466,93,221,114,41,63,3,208,73,62,53,20
,,Indígena,127,5,4,99,19,7,4,4,-,-,13,2,-,11,-,70,-,-,60,10,16,-,-,16,-,9,-,-,-,9,-,-,-,-,-,-,-,-,-,-
,10 a 17 anos,Total,3158,872,2149,137,-,553,164,384,5,-,1249,276,907,66,-,968,299,618,51,-,309,99,194,16,-,45,11,34,-,-,-,-,-,-,-,-,-,-,-,-
,,Branca,1718,384,1235,99,-,306,61,245,-,-,736,120,572,44,-,524,151,334,39,-,106,19,70,16,-,25,11,13,-,-,-,-,-,-,-,-,-,-,-,-
,,Preta,135,53,80,3,-,29,17,9,3,-,37,-,37,-,-,60,36,24,-,-,10,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,9,-,9,-,-,-,-,-,-,-,9,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,1296,435,825,36,-,219,87,130,2,-,467,157,289,22,-,384,113,260,12,-,193,80,114,-,-,20,-,20,-,-,-,-,-,-,-,-,-,-,-,-
,,Indígena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,133559,26302,22818,53012,31427,20128,2555,2656,7737,7181,49950,7932,7701,20578,13739,41628,9783,8418,16629,6798,15443,4103,2722,5973,2646,4181,1328,848,1260,744,629,211,104,220,94,552,139,146,182,85
,,Branca,89433,13273,13296,36885,25979,15270,1474,1766,5787,6243,34976,4170,4667,14782,11358,26149,4918,4730,11117,5384,9231,1833,1363,3945,2091,2460,599,506,716,639,397,89,63,154,91,329,64,84,126,55
,,Preta,6069,1891,1425,2077,677,515,118,117,164,116,1959,508,436,731,284,2276,782,573,728,194,1045,391,249,334,71,217,81,43,92,2,11,8,-,2,-,15,2,-,2,11
,,Amarela,184,4,12,99,69,45,2,3,18,21,81,-,5,40,36,51,-,4,35,12,6,2,-,4,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-
,,Parda,37745,11129,8082,13853,4682,4291,957,765,1768,800,12920,3252,2593,5013,2062,13082,4084,3111,4689,1199,5145,1877,1110,1673,484,1494,648,299,453,93,221,114,41,63,3,208,73,62,53,20
,,Indígena,127,5,4,99,19,7,4,4,-,-,13,2,-,11,-,70,-,-,60,10,16,-,-,16,-,9,-,-,-,9,-,-,-,-,-,-,-,-,-,-
,65 anos ou mais,Total,3438,1970,380,452,635,641,290,77,79,195,1318,704,175,177,262,866,572,87,115,91,401,257,27,48,69,145,96,10,30,9,25,14,-,-,10,-,-,-,-,-
,,Branca,2463,1217,287,390,570,500,193,47,72,189,1083,539,133,177,234,493,233,72,97,91,248,154,23,25,46,83,56,10,17,-,20,10,-,-,10,-,-,-,-,-
,,Preta,157,136,12,9,-,6,6,-,-,-,13,13,-,-,-,126,106,12,9,-,1,1,-,-,-,1,1,-,-,-,5,5,-,-,-,-,-,-,-,-
,,Amarela,11,2,-,-,9,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,9,-,-,-,9,-,-,-,-,-,-,-,-,-,-
,,Parda,807,615,81,54,57,135,92,30,7,6,222,152,42,-,28,244,231,3,10,-,152,101,4,24,23,51,39,-,13,-,-,-,-,-,-,-,-,-,-,-
,,Indígena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chapecó,Total,Total,494944,90649,87667,193172,123456,97081,12831,13952,37646,32652,202930,33066,34502,82816,52547,132531,29868,26335,50622,25706,44403,10413,8917,16284,8788,13057,3385,2907,4075,2690,1020,164,229,386,242,1251,338,241,382,290
,,Branca,359760,53889,55223,143471,107177,78646,8805,10155,30629,29056,151258,20601,22438,62337,45882,90213,16777,15612,36092,21732,27997,5283,4903,10475,7335,8056,1680,1464,2645,2266,664,93,115,253,203,982,252,168,320,243
,,Preta,19137,6129,4655,6564,1789,2102,516,459,755,372,6390,1856,1602,2294,638,6783,2365,1660,2247,510,2732,909,635,1027,161,901,430,221,175,75,59,8,11,24,17,44,8,24,13,-
,,Amarela,396,51,53,140,153,35,-,-,14,21,192,24,28,83,56,83,13,10,22,38,59,14,10,-,35,28,-,5,20,3,-,-,-,-,-,-,-,-,-,-
,,Parda,113185,29883,26979,42225,14097,16049,3456,3297,6141,3154,44537,10456,10294,17922,5865,34835,10540,8844,12076,3375,13025,4011,3182,4600,1232,3683,1154,1048,1144,338,251,43,93,92,22,217,74,48,47,47
,,Indígena,2467,698,758,772,240,249,53,40,106,50,553,128,140,180,105,618,173,209,185,51,590,197,186,181,26,389,121,169,91,8,46,19,10,17,-,7,4,1,2,-
,10 a 17 anos,Total,12958,2940,9526,492,-,2587,766,1729,92,-,5813,1191,4416,205,-,3331,741,2462,127,-,1006,185,778,43,-,183,43,125,15,-,1,1,-,-,-,3,-,3,-,-
,,Branca,9001,1987,6640,375,-,1971,574,1310,86,-,3940,786,3013,141,-,2308,484,1727,98,-,630,119,483,28,-,116,12,91,13,-,-,-,-,-,-,3,-,3,-,-
,,Preta,279,113,158,8,-,63,21,42,-,-,92,45,42,4,-,99,34,60,4,-,25,12,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,3649,830,2713,106,-,552,170,376,6,-,1770,355,1354,60,-,916,219,671,26,-,347,54,278,14,-,65,31,34,-,-,-,-,-,-,-,-,-,-,-,-
,,Indígena,29,11,16,2,-,1,-,1,-,-,12,5,7,-,-,9,4,5,-,-,4,1,3,-,-,2,-,-,2,-,1,1,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,472485,82415,77042,190982,122045,92049,10933,11860,37038,32218,193629,30068,29741,81923,51897,126801,27576,23629,50136,25459,42661,9725,8075,16130,8732,12635,3149,2755,4059,2672,1005,153,225,386,242,1195,313,222,370,290
,,Branca,342762,47724,47648,141520,105869,74492,7268,8500,30061,28663,144339,18410,19112,61564,45253,85931,15036,13727,35656,21512,26857,4857,4361,10346,7293,7754,1517,1358,2632,2247,651,83,112,253,203,930,230,149,307,243
,,Preta,18680,5889,4475,6549,1767,2012,476,417,755,364,6245,1777,1548,2285,635,6631,2301,1588,2242,500,2677,867,622,1027,161,886,415,221,175,75,59,8,11,24,17,44,8,24,13,-
,,Amarela,385,51,53,140,142,35,-,-,14,21,192,24,28,83,56,72,13,10,22,27,59,14,10,-,35,28,-,5,20,3,-,-,-,-,-,-,-,-,-,-
,,Parda,108230,28072,24127,42004,14027,15262,3135,2904,6101,3121,42313,9735,8919,17811,5848,33557,10057,8100,12031,3369,12484,3792,2899,4575,1217,3583,1098,1004,1144,338,251,43,93,92,22,213,71,48,47,47
,,Indígena,2429,680,740,769,240,248,53,39,106,50,539,121,133,180,105,610,169,205,185,51,584,194,183,181,26,384,120,167,89,8,45,18,10,17,-,7,4,1,2,-
,65 anos ou mais,Total,9502,5294,1099,1698,1411,2446,1133,363,516,434,3489,1806,344,688,650,2400,1550,243,359,247,735,503,64,112,57,239,193,27,-,18,13,10,4,-,-,52,25,15,12,-
,,Branca,7997,4178,935,1576,1308,2183,963,345,482,394,2979,1405,312,632,629,1974,1257,158,338,220,509,307,59,101,42,186,152,15,-,18,13,10,4,-,-,49,21,15,12,-
,,Preta,178,127,22,7,22,27,19,-,-,8,53,33,11,5,4,53,30,11,2,10,30,30,-,-,-,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,11,-,-,-,11,-,-,-,-,-,-,-,-,-,-,11,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,1307,982,140,115,70,235,151,18,34,32,454,366,21,51,17,362,263,74,19,6,194,164,5,11,15,35,26,10,-,-,-,-,-,-,-,3,3,-,-,-
,,Indígena,9,7,2,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,2,2,-,-,-,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-
Caçador,Total,Total,92854,20634,18149,34202,19869,14443,1984,2201,5525,4733,37613,6961,6749,14414,9489,28012,7594,6085,10104,4228,9749,2856,2362,3316,1215,2396,950,618,682,146,199,83,46,35,34,97,41,16,40,-
,,Branca,61333,10758,10632,23398,16546,10693,1161,1439,4071,4022,26191,3900,4128,10204,7958,17555,3880,3566,6606,3502,5352,1336,1102,2019,895,1134,340,306,377,111,114,36,32,11,34,78,38,-,40,-
,,Preta,2750,976,611,863,301,247,40,71,85,52,918,344,141,312,120,1061,381,270,324,86,398,140,114,112,33,92,51,7,24,10,-,-,-,-,-,-,-,-,-,-
,,Amarela,98,13,35,12,37,19,-,10,-,9,31,13,7,-,11,33,-,19,12,3,14,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,28572,8838,6833,9917,2985,3483,783,682,1369,650,10451,2693,2463,3895,1399,9344,3314,2231,3162,637,3986,1381,1146,1185,274,1111,538,277,271,25,85,47,14,24,-,19,3,16,-,-
,,Indígena,100,49,38,12,-,-,-,-,-,-,22,10,10,3,-,19,19,-,-,-,-,-,-,-,-,58,20,29,10,-,-,-,-,-,-,-,-,-,-,-
,10 a 17 anos,Total,2009,513,1419,77,-,277,39,227,11,-,829,172,615,42,-,733,246,462,24,-,118,38,79,-,-,50,17,33,-,-,-,-,-,-,-,2,-,2,-,-
,,Branca,1258,287,917,54,-,215,17,187,11,-,460,95,346,19,-,504,147,333,24,-,71,21,51,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Preta,13,5,8,-,-,-,-,-,-,-,11,3,8,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,719,221,474,23,-,62,23,40,-,-,358,74,261,23,-,229,100,129,-,-,44,15,29,-,-,24,10,14,-,-,-,-,-,-,-,2,-,2,-,-
,,Indígena,19,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,19,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,89047,19224,16494,33743,19587,13769,1829,1949,5351,4640,36086,6456,6037,14225,9369,26786,7040,5537,10042,4167,9473,2709,2254,3301,1209,2323,913,585,682,144,188,78,46,30,34,95,41,14,40,-
,,Branca,58607,9763,9540,22986,16318,10130,1048,1235,3916,3932,25163,3542,3708,10044,7869,16657,3488,3169,6544,3456,5167,1238,1031,2004,895,1107,315,306,377,109,103,31,32,6,34,78,38,-,40,-
,,Preta,2695,958,594,863,280,238,40,62,85,52,873,329,133,312,99,1061,381,270,324,86,395,137,114,112,33,92,51,7,24,10,-,-,-,-,-,-,-,-,-,-
,,Amarela,98,13,35,12,37,19,-,10,-,9,31,13,7,-,11,33,-,19,12,3,14,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,27567,8440,6306,9869,2952,3382,742,642,1351,647,9996,2562,2180,3865,1389,9015,3152,2080,3162,622,3896,1334,1109,1185,268,1084,525,263,271,25,85,47,14,24,-,17,3,14,-,-
,,Indígena,81,49,19,12,-,-,-,-,-,-,22,10,10,3,-,19,19,-,-,-,-,-,-,-,-,39,20,10,10,-,-,-,-,-,-,-,-,-,-,-
